Año;Elemento;Código Grupo de Productos;Grupo de Productos;Código Producto;Producto;Valor;Unidad
2009;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;7000.0;toneladas
2010;Producción;1730;Cultivos Oleaginosos Pri;296;Semilla de adormidera;7850.0;toneladas
2010;Producción;1732;Cultivos oleaginosos, equivalente aceite;296;Semilla de adormidera;7850.0;toneladas
2010;Producción;1841;Cultivos oleaginosos, equivalente tortas;296;Semilla de adormidera;7850.0;toneladas
2010;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;7850.0;toneladas
2010;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;7850.0;toneladas
2011;Producción;1730;Cultivos Oleaginosos Pri;296;Semilla de adormidera;8000.0;toneladas
2011;Producción;1732;Cultivos oleaginosos, equivalente aceite;296;Semilla de adormidera;8000.0;toneladas
2011;Producción;1841;Cultivos oleaginosos, equivalente tortas;296;Semilla de adormidera;8000.0;toneladas
2011;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;8000.0;toneladas
2011;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;8000.0;toneladas
2012;Producción;1730;Cultivos Oleaginosos Pri;296;Semilla de adormidera;11000.0;toneladas
2012;Producción;1732;Cultivos oleaginosos, equivalente aceite;296;Semilla de adormidera;11000.0;toneladas
2012;Producción;1841;Cultivos oleaginosos, equivalente tortas;296;Semilla de adormidera;11000.0;toneladas
2012;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;11000.0;toneladas
2012;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;11000.0;toneladas
2013;Producción;1730;Cultivos Oleaginosos Pri;296;Semilla de adormidera;12000.0;toneladas
2013;Producción;1732;Cultivos oleaginosos, equivalente aceite;296;Semilla de adormidera;12000.0;toneladas
2013;Producción;1841;Cultivos oleaginosos, equivalente tortas;296;Semilla de adormidera;12000.0;toneladas
2013;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;12000.0;toneladas
2013;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;12000.0;toneladas
2014;Producción;1730;Cultivos Oleaginosos Pri;296;Semilla de adormidera;11000.0;toneladas
2014;Producción;1732;Cultivos oleaginosos, equivalente aceite;296;Semilla de adormidera;11000.0;toneladas
2014;Producción;1841;Cultivos oleaginosos, equivalente tortas;296;Semilla de adormidera;11000.0;toneladas
2014;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;11000.0;toneladas
2014;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;11000.0;toneladas
2015;Producción;1730;Cultivos Oleaginosos Pri;296;Semilla de adormidera;12000.0;toneladas
2015;Producción;1732;Cultivos oleaginosos, equivalente aceite;296;Semilla de adormidera;12000.0;toneladas
2015;Producción;1841;Cultivos oleaginosos, equivalente tortas;296;Semilla de adormidera;12000.0;toneladas
2015;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;12000.0;toneladas
2015;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;12000.0;toneladas
2016;Producción;1730;Cultivos Oleaginosos Pri;296;Semilla de adormidera;11800.0;toneladas
2016;Producción;1732;Cultivos oleaginosos, equivalente aceite;296;Semilla de adormidera;11800.0;toneladas
2016;Producción;1841;Cultivos oleaginosos, equivalente tortas;296;Semilla de adormidera;11800.0;toneladas
2016;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;11800.0;toneladas
2016;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;11800.0;toneladas
2017;Producción;1730;Cultivos Oleaginosos Pri;296;Semilla de adormidera;11900.0;toneladas
2017;Producción;1732;Cultivos oleaginosos, equivalente aceite;296;Semilla de adormidera;11900.0;toneladas
2017;Producción;1841;Cultivos oleaginosos, equivalente tortas;296;Semilla de adormidera;11900.0;toneladas
2017;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;11900.0;toneladas
2017;Producción;1714;Cultivos Primarios;296;Semilla de adormidera;11900.0;toneladas
2000;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;127100.0;toneladas
2001;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;141242.0;toneladas
2002;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;113440.0;toneladas
2003;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;120624.0;toneladas
2004;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;145851.0;toneladas
2005;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;145900.0;toneladas
2006;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;59200.0;toneladas
2007;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;50364.0;toneladas
2008;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;23500.0;toneladas
2009;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;33400.0;toneladas
2010;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;50525.0;toneladas
2011;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;71819.0;toneladas
2012;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;75749.0;toneladas
2013;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;57007.0;toneladas
2014;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;90500.0;toneladas
2015;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;75720.0;toneladas
2016;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;60239.0;toneladas
2017;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;88561.0;toneladas
2018;Producción;Cultivos Derivados;Cultivos Derivados;329;Semilla de algodón;89290.0;toneladas
2000;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;211.0;toneladas
2000;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;211.0;toneladas
2000;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;211.0;toneladas
2000;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;211.0;toneladas
2000;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;211.0;toneladas
2001;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;17.0;toneladas
2001;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;17.0;toneladas
2001;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;17.0;toneladas
2001;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;17.0;toneladas
2001;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;17.0;toneladas
2002;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;43.0;toneladas
2002;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;43.0;toneladas
2002;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;43.0;toneladas
2002;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;43.0;toneladas
2002;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;43.0;toneladas
2003;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;108.0;toneladas
2003;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;108.0;toneladas
2003;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;108.0;toneladas
2003;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;108.0;toneladas
2003;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;108.0;toneladas
2004;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;90.0;toneladas
2004;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;90.0;toneladas
2004;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;90.0;toneladas
2004;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;90.0;toneladas
2004;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;90.0;toneladas
2005;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;18.0;toneladas
2005;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;18.0;toneladas
2005;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;18.0;toneladas
2005;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;18.0;toneladas
2005;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;18.0;toneladas
2006;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;67.0;toneladas
2006;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;67.0;toneladas
2006;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;67.0;toneladas
2006;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;67.0;toneladas
2006;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;67.0;toneladas
2007;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;24.0;toneladas
2007;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;24.0;toneladas
2007;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;24.0;toneladas
2007;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;24.0;toneladas
2007;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;24.0;toneladas
2008;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;1381.0;toneladas
2008;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;1381.0;toneladas
2008;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;1381.0;toneladas
2008;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;1381.0;toneladas
2008;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;1381.0;toneladas
2009;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;1911.0;toneladas
2009;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;1911.0;toneladas
2009;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;1911.0;toneladas
2009;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;1911.0;toneladas
2009;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;1911.0;toneladas
2010;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;3517.0;toneladas
2010;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;3517.0;toneladas
2010;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;3517.0;toneladas
2010;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;3517.0;toneladas
2010;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;3517.0;toneladas
2011;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;5424.0;toneladas
2011;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;5424.0;toneladas
2011;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;5424.0;toneladas
2011;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;5424.0;toneladas
2011;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;5424.0;toneladas
2012;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;1966.0;toneladas
2012;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;1966.0;toneladas
2012;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;1966.0;toneladas
2012;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;1966.0;toneladas
2012;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;1966.0;toneladas
2013;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;4196.0;toneladas
2013;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;4196.0;toneladas
2013;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;4196.0;toneladas
2013;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;4196.0;toneladas
2013;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;4196.0;toneladas
2014;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;3862.0;toneladas
2014;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;3862.0;toneladas
2014;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;3862.0;toneladas
2014;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;3862.0;toneladas
2014;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;3862.0;toneladas
2015;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;3341.0;toneladas
2015;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;3341.0;toneladas
2015;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;3341.0;toneladas
2015;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;3341.0;toneladas
2015;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;3341.0;toneladas
2016;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;4456.0;toneladas
2016;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;4456.0;toneladas
2016;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;4456.0;toneladas
2016;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;4456.0;toneladas
2016;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;4456.0;toneladas
2017;Producción;1730;Cultivos Oleaginosos Pri;280;Semilla de cartamo, alazor;5034.0;toneladas
2017;Producción;1732;Cultivos oleaginosos, equivalente aceite;280;Semilla de cartamo, alazor;5034.0;toneladas
2017;Producción;1841;Cultivos oleaginosos, equivalente tortas;280;Semilla de cartamo, alazor;5034.0;toneladas
2017;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;5034.0;toneladas
2017;Producción;1714;Cultivos Primarios;280;Semilla de cartamo, alazor;5034.0;toneladas
2000;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;918999.0;toneladas
2000;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;918999.0;toneladas
2000;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;918999.0;toneladas
2000;Producción;1714;Cultivos Primarios;267;Semilla de girasol;918999.0;toneladas
2000;Producción;1714;Cultivos Primarios;267;Semilla de girasol;918999.0;toneladas
2001;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;871002.0;toneladas
2001;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;871002.0;toneladas
2001;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;871002.0;toneladas
2001;Producción;1714;Cultivos Primarios;267;Semilla de girasol;871002.0;toneladas
2001;Producción;1714;Cultivos Primarios;267;Semilla de girasol;871002.0;toneladas
2002;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;771107.0;toneladas
2002;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;771107.0;toneladas
2002;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;771107.0;toneladas
2002;Producción;1714;Cultivos Primarios;267;Semilla de girasol;771107.0;toneladas
2002;Producción;1714;Cultivos Primarios;267;Semilla de girasol;771107.0;toneladas
2003;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;762524.0;toneladas
2003;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;762524.0;toneladas
2003;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;762524.0;toneladas
2003;Producción;1714;Cultivos Primarios;267;Semilla de girasol;762524.0;toneladas
2003;Producción;1714;Cultivos Primarios;267;Semilla de girasol;762524.0;toneladas
2004;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;820872.0;toneladas
2004;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;820872.0;toneladas
2004;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;820872.0;toneladas
2004;Producción;1714;Cultivos Primarios;267;Semilla de girasol;820872.0;toneladas
2004;Producción;1714;Cultivos Primarios;267;Semilla de girasol;820872.0;toneladas
2005;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;381275.0;toneladas
2005;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;381275.0;toneladas
2005;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;381275.0;toneladas
2005;Producción;1714;Cultivos Primarios;267;Semilla de girasol;381275.0;toneladas
2005;Producción;1714;Cultivos Primarios;267;Semilla de girasol;381275.0;toneladas
2006;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;662083.0;toneladas
2006;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;662083.0;toneladas
2006;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;662083.0;toneladas
2006;Producción;1714;Cultivos Primarios;267;Semilla de girasol;662083.0;toneladas
2006;Producción;1714;Cultivos Primarios;267;Semilla de girasol;662083.0;toneladas
2007;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;733154.0;toneladas
2007;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;733154.0;toneladas
2007;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;733154.0;toneladas
2007;Producción;1714;Cultivos Primarios;267;Semilla de girasol;733154.0;toneladas
2007;Producción;1714;Cultivos Primarios;267;Semilla de girasol;733154.0;toneladas
2008;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;872687.0;toneladas
2008;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;872687.0;toneladas
2008;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;872687.0;toneladas
2008;Producción;1714;Cultivos Primarios;267;Semilla de girasol;872687.0;toneladas
2008;Producción;1714;Cultivos Primarios;267;Semilla de girasol;872687.0;toneladas
2009;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;869540.0;toneladas
2009;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;869540.0;toneladas
2009;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;869540.0;toneladas
2009;Producción;1714;Cultivos Primarios;267;Semilla de girasol;869540.0;toneladas
2009;Producción;1714;Cultivos Primarios;267;Semilla de girasol;869540.0;toneladas
2010;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;887000.0;toneladas
2010;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;887000.0;toneladas
2010;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;887000.0;toneladas
2010;Producción;1714;Cultivos Primarios;267;Semilla de girasol;887000.0;toneladas
2010;Producción;1714;Cultivos Primarios;267;Semilla de girasol;887000.0;toneladas
2011;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;1090171.0;toneladas
2011;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;1090171.0;toneladas
2011;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;1090171.0;toneladas
2011;Producción;1714;Cultivos Primarios;267;Semilla de girasol;1090171.0;toneladas
2011;Producción;1714;Cultivos Primarios;267;Semilla de girasol;1090171.0;toneladas
2012;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;642017.0;toneladas
2012;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;642017.0;toneladas
2012;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;642017.0;toneladas
2012;Producción;1714;Cultivos Primarios;267;Semilla de girasol;642017.0;toneladas
2012;Producción;1714;Cultivos Primarios;267;Semilla de girasol;642017.0;toneladas
2013;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;1029400.0;toneladas
2013;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;1029400.0;toneladas
2013;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;1029400.0;toneladas
2013;Producción;1714;Cultivos Primarios;267;Semilla de girasol;1029400.0;toneladas
2013;Producción;1714;Cultivos Primarios;267;Semilla de girasol;1029400.0;toneladas
2014;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;952986.0;toneladas
2014;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;952986.0;toneladas
2014;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;952986.0;toneladas
2014;Producción;1714;Cultivos Primarios;267;Semilla de girasol;952986.0;toneladas
2014;Producción;1714;Cultivos Primarios;267;Semilla de girasol;952986.0;toneladas
2015;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;769195.0;toneladas
2015;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;769195.0;toneladas
2015;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;769195.0;toneladas
2015;Producción;1714;Cultivos Primarios;267;Semilla de girasol;769195.0;toneladas
2015;Producción;1714;Cultivos Primarios;267;Semilla de girasol;769195.0;toneladas
2016;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;772180.0;toneladas
2016;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;772180.0;toneladas
2016;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;772180.0;toneladas
2016;Producción;1714;Cultivos Primarios;267;Semilla de girasol;772180.0;toneladas
2016;Producción;1714;Cultivos Primarios;267;Semilla de girasol;772180.0;toneladas
2017;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;841740.0;toneladas
2017;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;841740.0;toneladas
2017;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;841740.0;toneladas
2017;Producción;1714;Cultivos Primarios;267;Semilla de girasol;841740.0;toneladas
2017;Producción;1714;Cultivos Primarios;267;Semilla de girasol;841740.0;toneladas
2018;Producción;1730;Cultivos Oleaginosos Pri;267;Semilla de girasol;960790.0;toneladas
2018;Producción;1732;Cultivos oleaginosos, equivalente aceite;267;Semilla de girasol;960790.0;toneladas
2018;Producción;1841;Cultivos oleaginosos, equivalente tortas;267;Semilla de girasol;960790.0;toneladas
2018;Producción;1714;Cultivos Primarios;267;Semilla de girasol;960790.0;toneladas
2018;Producción;1714;Cultivos Primarios;267;Semilla de girasol;960790.0;toneladas
2018;Producción;1730;Cultivos Oleaginosos Pri;339;Semillas oleaginosas nep;34030.0;toneladas
2018;Producción;1732;Cultivos oleaginosos, equivalente aceite;339;Semillas oleaginosas nep;34030.0;toneladas
2018;Producción;1841;Cultivos oleaginosos, equivalente tortas;339;Semillas oleaginosas nep;34030.0;toneladas
2018;Producción;1714;Cultivos Primarios;339;Semillas oleaginosas nep;34030.0;toneladas
2018;Producción;1714;Cultivos Primarios;339;Semillas oleaginosas nep;34030.0;toneladas
2000;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;6677.0;toneladas
2000;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;6677.0;toneladas
2000;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;6677.0;toneladas
2000;Producción;1714;Cultivos Primarios;236;Soja;6677.0;toneladas
2000;Producción;1714;Cultivos Primarios;236;Soja;6677.0;toneladas
2001;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;6637.0;toneladas
2001;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;6637.0;toneladas
2001;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;6637.0;toneladas
2001;Producción;1714;Cultivos Primarios;236;Soja;6637.0;toneladas
2001;Producción;1714;Cultivos Primarios;236;Soja;6637.0;toneladas
2002;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;1600.0;toneladas
2002;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;1600.0;toneladas
2002;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;1600.0;toneladas
2002;Producción;1714;Cultivos Primarios;236;Soja;1600.0;toneladas
2002;Producción;1714;Cultivos Primarios;236;Soja;1600.0;toneladas
2003;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;623.0;toneladas
2003;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;623.0;toneladas
2003;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;623.0;toneladas
2003;Producción;1714;Cultivos Primarios;236;Soja;623.0;toneladas
2003;Producción;1714;Cultivos Primarios;236;Soja;623.0;toneladas
2004;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;394.0;toneladas
2004;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;394.0;toneladas
2004;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;394.0;toneladas
2004;Producción;1714;Cultivos Primarios;236;Soja;394.0;toneladas
2004;Producción;1714;Cultivos Primarios;236;Soja;394.0;toneladas
2005;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;2797.0;toneladas
2005;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;2797.0;toneladas
2005;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;2797.0;toneladas
2005;Producción;1714;Cultivos Primarios;236;Soja;2797.0;toneladas
2005;Producción;1714;Cultivos Primarios;236;Soja;2797.0;toneladas
2006;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;1519.0;toneladas
2006;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;1519.0;toneladas
2006;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;1519.0;toneladas
2006;Producción;1714;Cultivos Primarios;236;Soja;1519.0;toneladas
2006;Producción;1714;Cultivos Primarios;236;Soja;1519.0;toneladas
2007;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;920.0;toneladas
2007;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;920.0;toneladas
2007;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;920.0;toneladas
2007;Producción;1714;Cultivos Primarios;236;Soja;920.0;toneladas
2007;Producción;1714;Cultivos Primarios;236;Soja;920.0;toneladas
2008;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;748.0;toneladas
2008;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;748.0;toneladas
2008;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;748.0;toneladas
2008;Producción;1714;Cultivos Primarios;236;Soja;748.0;toneladas
2008;Producción;1714;Cultivos Primarios;236;Soja;748.0;toneladas
2009;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;2767.0;toneladas
