Año;Elemento;Código Grupo de Productos;Grupo de Productos;Código Producto;Producto;Valor;Unidad
2015;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;5000.0;toneladas
2015;Producción;1738;Frutas Primaria;512;Fruta citrica nep;5000.0;toneladas
2016;Producción;1804;Cítricos, total;512;Fruta citrica nep;2017.0;toneladas
2016;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;2017.0;toneladas
2016;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;2017.0;toneladas
2016;Producción;1738;Frutas Primaria;512;Fruta citrica nep;2017.0;toneladas
2017;Producción;1804;Cítricos, total;512;Fruta citrica nep;1982.0;toneladas
2017;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;1982.0;toneladas
2017;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;1982.0;toneladas
2017;Producción;1738;Frutas Primaria;512;Fruta citrica nep;1982.0;toneladas
2018;Producción;1804;Cítricos, total;512;Fruta citrica nep;1710.0;toneladas
2018;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;1710.0;toneladas
2018;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;1710.0;toneladas
2018;Producción;1738;Frutas Primaria;512;Fruta citrica nep;1710.0;toneladas
2018;Producción;1714;Cultivos Primarios;541;Fruta, drupas nep;1930.0;toneladas
2018;Producción;1714;Cultivos Primarios;541;Fruta, drupas nep;1930.0;toneladas
2018;Producción;1738;Frutas Primaria;541;Fruta, drupas nep;1930.0;toneladas
2000;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;150000.0;toneladas
2000;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;150000.0;toneladas
2000;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;150000.0;toneladas
2001;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;115000.0;toneladas
2001;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;115000.0;toneladas
2001;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;115000.0;toneladas
2002;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;122963.0;toneladas
2002;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;122963.0;toneladas
2002;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;122963.0;toneladas
2003;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;130000.0;toneladas
2003;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;130000.0;toneladas
2003;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;130000.0;toneladas
2004;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;128556.0;toneladas
2004;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;128556.0;toneladas
2004;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;128556.0;toneladas
2005;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;120000.0;toneladas
2005;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;120000.0;toneladas
2005;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;120000.0;toneladas
2006;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;145000.0;toneladas
2006;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;145000.0;toneladas
2006;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;145000.0;toneladas
2007;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;140000.0;toneladas
2007;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;140000.0;toneladas
2007;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;140000.0;toneladas
2008;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;143832.0;toneladas
2008;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;143832.0;toneladas
2008;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;143832.0;toneladas
2009;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;140000.0;toneladas
2009;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;140000.0;toneladas
2009;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;140000.0;toneladas
2010;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;170000.0;toneladas
2010;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;170000.0;toneladas
2010;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;170000.0;toneladas
2011;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;190000.0;toneladas
2011;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;190000.0;toneladas
2011;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;190000.0;toneladas
2012;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;195000.0;toneladas
2012;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;195000.0;toneladas
2012;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;195000.0;toneladas
2013;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;195000.0;toneladas
2013;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;195000.0;toneladas
2013;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;195000.0;toneladas
2014;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;190000.0;toneladas
2014;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;190000.0;toneladas
2014;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;190000.0;toneladas
2015;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;190727.0;toneladas
2015;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;190727.0;toneladas
2015;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;190727.0;toneladas
2016;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;198638.0;toneladas
2016;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;198638.0;toneladas
2016;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;198638.0;toneladas
2017;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;199364.0;toneladas
2017;Producción;1714;Cultivos Primarios;619;Fruta, fresca nep;199364.0;toneladas
2017;Producción;1738;Frutas Primaria;619;Fruta, fresca nep;199364.0;toneladas
2000;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;34562.0;toneladas
2000;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;34562.0;toneladas
2000;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;34562.0;toneladas
2001;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;35269.0;toneladas
2001;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;35269.0;toneladas
2001;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;35269.0;toneladas
2002;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;36362.0;toneladas
2002;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;36362.0;toneladas
2002;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;36362.0;toneladas
2003;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;37365.0;toneladas
2003;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;37365.0;toneladas
2003;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;37365.0;toneladas
2004;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;38363.0;toneladas
2004;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;38363.0;toneladas
2004;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;38363.0;toneladas
2005;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;38000.0;toneladas
2005;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;38000.0;toneladas
2005;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;38000.0;toneladas
2006;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;40712.0;toneladas
2006;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;40712.0;toneladas
2006;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;40712.0;toneladas
2007;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;38000.0;toneladas
2007;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;38000.0;toneladas
2007;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;38000.0;toneladas
2008;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;40000.0;toneladas
2008;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;40000.0;toneladas
2008;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;40000.0;toneladas
2009;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;38775.0;toneladas
2009;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;38775.0;toneladas
2009;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;38775.0;toneladas
2010;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;50241.0;toneladas
2010;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;50241.0;toneladas
2010;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;50241.0;toneladas
2011;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;82756.0;toneladas
2011;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;82756.0;toneladas
2011;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;82756.0;toneladas
2012;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;50285.0;toneladas
2012;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;50285.0;toneladas
2012;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;50285.0;toneladas
2013;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;42746.0;toneladas
2013;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;42746.0;toneladas
2013;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;42746.0;toneladas
2014;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;75000.0;toneladas
2014;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;75000.0;toneladas
2014;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;75000.0;toneladas
2015;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;119571.0;toneladas
2015;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;119571.0;toneladas
2015;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;119571.0;toneladas
2016;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;173645.0;toneladas
2016;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;173645.0;toneladas
2016;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;173645.0;toneladas
2017;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;163271.0;toneladas
2017;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;163271.0;toneladas
2017;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;163271.0;toneladas
2018;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;675840.0;toneladas
2018;Producción;1714;Cultivos Primarios;603;Fruta, tropical (fresca) nep;675840.0;toneladas
2018;Producción;1738;Frutas Primaria;603;Fruta, tropical (fresca) nep;675840.0;toneladas
2018;Producción;1714;Cultivos Primarios;542;Frutas, pomáceas nep;38500.0;toneladas
2018;Producción;1714;Cultivos Primarios;542;Frutas, pomáceas nep;38500.0;toneladas
2018;Producción;1738;Frutas Primaria;542;Frutas, pomáceas nep;38500.0;toneladas
2000;Existencias;1756;Animales Vivos;1057;Gallinas;128000.0;1000 cabezas
2000;Existencias;1756;Animales Vivos;1057;Gallinas;128000.0;1000 cabezas
2000;Existencias;2029;Aves de corral;1057;Gallinas;128000.0;1000 cabezas
2001;Existencias;1756;Animales Vivos;1057;Gallinas;128000.0;1000 cabezas
2001;Existencias;1756;Animales Vivos;1057;Gallinas;128000.0;1000 cabezas
2001;Existencias;2029;Aves de corral;1057;Gallinas;128000.0;1000 cabezas
2002;Existencias;1756;Animales Vivos;1057;Gallinas;128000.0;1000 cabezas
2002;Existencias;1756;Animales Vivos;1057;Gallinas;128000.0;1000 cabezas
2002;Existencias;2029;Aves de corral;1057;Gallinas;128000.0;1000 cabezas
2003;Existencias;1756;Animales Vivos;1057;Gallinas;128000.0;1000 cabezas
2003;Existencias;1756;Animales Vivos;1057;Gallinas;128000.0;1000 cabezas
2003;Existencias;2029;Aves de corral;1057;Gallinas;128000.0;1000 cabezas
2004;Existencias;1756;Animales Vivos;1057;Gallinas;129000.0;1000 cabezas
2004;Existencias;1756;Animales Vivos;1057;Gallinas;129000.0;1000 cabezas
2004;Existencias;2029;Aves de corral;1057;Gallinas;129000.0;1000 cabezas
2005;Existencias;1756;Animales Vivos;1057;Gallinas;130000.0;1000 cabezas
2005;Existencias;1756;Animales Vivos;1057;Gallinas;130000.0;1000 cabezas
2005;Existencias;2029;Aves de corral;1057;Gallinas;130000.0;1000 cabezas
2006;Existencias;1756;Animales Vivos;1057;Gallinas;135000.0;1000 cabezas
2006;Existencias;1756;Animales Vivos;1057;Gallinas;135000.0;1000 cabezas
2006;Existencias;2029;Aves de corral;1057;Gallinas;135000.0;1000 cabezas
2007;Existencias;1756;Animales Vivos;1057;Gallinas;137000.0;1000 cabezas
2007;Existencias;1756;Animales Vivos;1057;Gallinas;137000.0;1000 cabezas
2007;Existencias;2029;Aves de corral;1057;Gallinas;137000.0;1000 cabezas
2008;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2008;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2008;Existencias;2029;Aves de corral;1057;Gallinas;138000.0;1000 cabezas
2009;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2009;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2009;Existencias;2029;Aves de corral;1057;Gallinas;138000.0;1000 cabezas
2010;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2010;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2010;Existencias;2029;Aves de corral;1057;Gallinas;138000.0;1000 cabezas
2011;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2011;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2011;Existencias;2029;Aves de corral;1057;Gallinas;138000.0;1000 cabezas
2012;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2012;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2012;Existencias;2029;Aves de corral;1057;Gallinas;138000.0;1000 cabezas
2013;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2013;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2013;Existencias;2029;Aves de corral;1057;Gallinas;138000.0;1000 cabezas
2014;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2014;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2014;Existencias;2029;Aves de corral;1057;Gallinas;138000.0;1000 cabezas
2015;Existencias;1756;Animales Vivos;1057;Gallinas;138093.0;1000 cabezas
2015;Existencias;1756;Animales Vivos;1057;Gallinas;138093.0;1000 cabezas
2015;Existencias;2029;Aves de corral;1057;Gallinas;138093.0;1000 cabezas
2016;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2016;Existencias;1756;Animales Vivos;1057;Gallinas;138000.0;1000 cabezas
2016;Existencias;2029;Aves de corral;1057;Gallinas;138000.0;1000 cabezas
2017;Existencias;1756;Animales Vivos;1057;Gallinas;137500.0;1000 cabezas
2017;Existencias;1756;Animales Vivos;1057;Gallinas;137500.0;1000 cabezas
2017;Existencias;2029;Aves de corral;1057;Gallinas;137500.0;1000 cabezas
2000;Existencias;1756;Animales Vivos;866;Ganado vacuno;6216883.0;Cabeza
2000;Existencias;1756;Animales Vivos;866;Ganado vacuno;6216883.0;Cabeza
2000;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;6216883.0;Cabeza
2001;Existencias;1756;Animales Vivos;866;Ganado vacuno;6410780.0;Cabeza
2001;Existencias;1756;Animales Vivos;866;Ganado vacuno;6410780.0;Cabeza
2001;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;6410780.0;Cabeza
2002;Existencias;1756;Animales Vivos;866;Ganado vacuno;6477895.0;Cabeza
2002;Existencias;1756;Animales Vivos;866;Ganado vacuno;6477895.0;Cabeza
2002;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;6477895.0;Cabeza
2003;Existencias;1756;Animales Vivos;866;Ganado vacuno;6548379.0;Cabeza
2003;Existencias;1756;Animales Vivos;866;Ganado vacuno;6548379.0;Cabeza
2003;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;6548379.0;Cabeza
2004;Existencias;1756;Animales Vivos;866;Ganado vacuno;6653087.0;Cabeza
2004;Existencias;1756;Animales Vivos;866;Ganado vacuno;6653087.0;Cabeza
2004;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;6653087.0;Cabeza
2005;Existencias;1756;Animales Vivos;866;Ganado vacuno;6463430.0;Cabeza
2005;Existencias;1756;Animales Vivos;866;Ganado vacuno;6463430.0;Cabeza
2005;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;6463430.0;Cabeza
2006;Existencias;1756;Animales Vivos;866;Ganado vacuno;6184092.0;Cabeza
2006;Existencias;1756;Animales Vivos;866;Ganado vacuno;6184092.0;Cabeza
2006;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;6184092.0;Cabeza
2007;Existencias;1756;Animales Vivos;866;Ganado vacuno;6584980.0;Cabeza
2007;Existencias;1756;Animales Vivos;866;Ganado vacuno;6584980.0;Cabeza
2007;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;6584980.0;Cabeza
2008;Existencias;1756;Animales Vivos;866;Ganado vacuno;6020200.0;Cabeza
2008;Existencias;1756;Animales Vivos;866;Ganado vacuno;6020200.0;Cabeza
2008;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;6020200.0;Cabeza
2009;Existencias;1756;Animales Vivos;866;Ganado vacuno;6082400.0;Cabeza
2009;Existencias;1756;Animales Vivos;866;Ganado vacuno;6082400.0;Cabeza
2009;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;6082400.0;Cabeza
2010;Existencias;1756;Animales Vivos;866;Ganado vacuno;6075100.0;Cabeza
2010;Existencias;1756;Animales Vivos;866;Ganado vacuno;6075100.0;Cabeza
2010;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;6075100.0;Cabeza
2011;Existencias;1756;Animales Vivos;866;Ganado vacuno;5923200.0;Cabeza
2011;Existencias;1756;Animales Vivos;866;Ganado vacuno;5923200.0;Cabeza
2011;Existencias;1746;Vacas y búfalos;866;Ganado vacuno;5923200.0;Cabeza
2012;Existencias;1756;Animales Vivos;866;Ganado vacuno;5812600.0;Cabeza
2012;Existencias;1756;Animales Vivos;866;Ganado vacuno;5812600.0;Cabeza
